recipe_id,ingredient_name
968,kosher bicarbonate
968,100-150g  dairy-free dark chocolate
969,rapeseed oil
969,onion
969,ginger
969,garlic
969,cumin seeds
969,coriander
969,garam masala
969,turmeric
969,skinless chicken breast fillets
969,tomatoes
969,tomato purée
969,baby spinach
969,bio yogurt
969,brown basmati rice
969,turmeric
969,cardamom pods
970,french green beans
970,white  mushroom
970,chives chopped
970,soy sauce
970,fresh  root ginger
970,honey
970,garlic clove
970,lemon juice
970,extra-virgin olive oil
971,jumbo  oats
971,mixed seeds
971,peanuts
971,canned chickpeas
971,chilli flakes
971,turmeric
971,cumin
971,coriander seeds
971,flaked sea salt
971,rapeseed oil
972,currants
972,raisins
972,mixed candied citrus peel
972,glacé cherries
972,mixed spice
972,generous grating
972,orange
972,lemon
972,brandy
972,flavourless oil
972,flaked almonds
972,cooking apple
972,almonds
972,gluten-free  baking powder
972,gluten-free  plain flour
972,gluten-free  breadcrumbs
972,dark brown soft sugar
972,eggs
973,flour
973,cold butter
973,caster sugar
973,frac12
973,egg yolk
973,carton double cream
973,vanilla pod
973,1 whole egg
973,caster sugar
973,sunflower oil
973,caster sugar
974,ice
974,mince pie rum
974,dark rum
974,grenadine
974,limes
974,10 dried or fresh  orange slices
974,ginger beer
975,chestnut purée
975,eggs
975,golden caster sugar
975,almonds
975,powder
975,dark chocolate
975,generous knob butter
975,double cream
975,chocolate curls
975,icing sugar
976,medium-large chicken
976,pheasant
976,duck breast
976,shallots
976,thyme
976,carrot
976,butter
976,white wine
976,flour
976,chicken stock
976,porcini mushrooms
976,butter
976,shallots
976,thyme
976,cooked chestnut
976,good-quality pork sausage
976,parsley
976,zest 1  lemon
976,breadcrumb
977,olive oil
977,leeks
977,sweet potatoes
977,coriander seeds
977,chilli flakes
977,fat garlic
977,ricotta
977,eggs
977,lemon
977,robust  leafy greens
977,dill
977,filo pastry
977,goat’s cheese
977,nigella seeds
977,peppery salad
978,one block
978,flour
978,butter
978,light brown soft sugar
978,currants
978,mixed peel
978,lemon
978,good pinch
978,ruby port
978,egg white
978,granulated sugar
979,vegetable oil
979,coconut milk
979,eggs
979,vanilla extract
979,light brown soft sugar
979,self-raising flour
979,desiccated coconut
979,ginger
979,cinnamon
979,nutmeg
979,cardamom pods seeds
979,ginger syrup
979,coconut milk
979,icing sugar
979,balls
979,chopped pistachios
980,pasta
980,green bean
980,olive oil
980,spring onions
980,ready-roasted chicken breasts
980,pesto
980,double cream
980,parmesan
981,olive oil
981,butter
981,onion
981,button chestnut mushroom
981,garlic clove
981,dry white wine
981,double cream
981,lemon zest only
981,parmesan
981,tagliatelle
981,parsley
982,olive oil
982,garlic
982,leeks finely sliced
982,orzo
982,frozen peas
982,tarragon sprigs leaves
982,spinach
982,lemon
982,crème fraîche
983,pork belly skin
983,coarse sea salt
983,rosemary sprigs
983,garlic
983,duck fat
983,vegetable oil
983,cannellini beans
983,unsalted butter
983,green salad
984,butter
984,digestive biscuits
984,mascarpone
984,full-fat cream cheese
984,icing sugar
984,vanilla pod seeds
984,double cream
984,strawberries
984,balsamic vinegar
984,shop-bought mini meringues
984,edible flowers
985,firm
985,garlic cloves crushed
985,thumb-sized piece
985,white miso
985,honey
985,lime
985,soy sauce
985,sesame oil
985,spring onions
985,sesame seeds
986,dripping
986,free-range pork liver - ask your butcher
986,shallot finely choppd
986,mixed fresh  wild mushroom - horn
986,olive oil
986,onion
986,garlic clove
986,thyme sprig
986,sage
986,dry sherry
986,dry white wine
986,chicken stock
986,double cream
987,reduced-fat mayonnaise
987,pesto
987,curly lettuce
987,cooked turkey
987,spring onions
987,chunk cucumber
987,flour tortillas
988,sunflower
988,peppers
988,shiitake
988,long grain rice
988,garlic
988,five-spice powder
988,dry sherry
988,frozen petits pois
988,sesame oil
988,eggs
988,spring onions
988,light soy sauce
989,firm  plums stones
989,onion
989,fresh root ginger
989,orange juice
989,red wine vinegar
989,raisins
989,light muscovado sugar
989,cinnamon stick
989,½tsp
989,blanched almonds
990,new potato
990,frozen pea
990,olive oil
990,1 lemon
990,mint
990,salmon
991,skinless chicken breasts
991,1-inch cubes
991,red
991,sweetcorn
991,rice
991,sesame oil
991,peanut butter
991,soy sauce
991,honey
991,ginger
991,garlic
991,sliced spring onion
991,ribboned carrot
991,ribboned cucumber
991,sesame seeds
991,chopped chillies
992,basmati rice
992,olive oil
992,onion
992,chopped rosemary
992,chestnut mushroom
992,red peppers
992,chopped tomato
992,vegetable stock
992,parsley
993,tamari
993,seasoned rice vinegar
993,mirin
993,firm tofu
993,cornflour
993,sunflower oil
993,asparagus base
993,50g fresh or frozen edamame beans
993,frozen peas
993,ginger
993,wok
993,coriander
993,chilli oil
994,ready-roasted red pepper
994,aubergines
994,olive oil
994,garlic
994,thyme
995,almonds
995,garam masala
995,head broccoli stalk
995,egg
995,red onion
995,lemon
995,natural yogurt
995,mixed grain pouch
995,rocket
995,mint leaves
996,brussels sprouts
996,red onion
996,thin strips
996,red cabbage
996,celery seeds
996,chives parsley
996,yogurt
996,mayonnaise
996,your choice
996,apple cider vinegar
997,lean belly pork slices
997,skirt steak
997,pancetta
997,olive oil
997,onions
997,garlic
997,unwaxed lemon
997,mexican chilli powder
997,cumin
997,flour
997,bay
997,oregano
997,tomato purée
997,red wine
997,chicken
997,black beans
997,rice
997,soured cream
997,firm ripe avocados
997,2 limes
997,sweet chilli dipping sauce
997,chopped coriander
998,onion
998,garlic
998,ginger
998,coriander
998,paprika
998,turmeric
998,plum tomatoes
998,water
998,onion
998,green pepper
998,garlic
998,ginger
998,cumin
998,coriander
998,cinnamon
998,salt
998,cayenne pepper
998,a handful coriander leaves
998,white wine vinegar
998,sugar
998,red food colouring
998,chicken breasts
998,chicken stock
999,dark chocolate
999,cardamom pods
999,double cream
999,natural yogurt
999,coconut cream
999,strong black coffee
999,maple syrup
999,bite-sized pieces
999,glacé cherries
1000,kabocha
1000,coconut
1000,tamarind sauce
1000,chilli flakes
1000,desiccated coconut
1000,black mustard seeds
1000,dried or fresh curry
1000,red onion
1000,thumb-sized piece
1000,garlic clove
1000,green chilli
1000,lemongrass stalk
1000,chickpeas
1000,tomato
1000,roasted curry powder
1000,turmeric
1000,coconut milk
1000,kale
1000,coriander leaves
1000,coconut flakes
1000,flatbreads
1000,basmati rice
1000,coriander seeds
1000,cumin seeds
1000,black peppercorns
1000,fenugreek seeds
1000,tsp
1000,green cardamom pods
1001,coriander seeds
1001,pul biber
1001,lemon
1001,blood oranges juiced
1001,white balsamic vinegar
1001,dijon mustard
1001,honey
1001,extra virgin olive oil
1001,kale
1001,cooked grains
1001,red onion
1001,pistachios
1001,green olives
1001,mint
1001,dill
1001,parsley
1001,feta
1002,beef mince
1002,worcestershire sauce
1002,cheddar
1002,chipotle paste
1002,tomato ketchup
1002,mayonnaise
1002,soft brioche buns
1002,thick leaves iceberg lettuces
1002,thick slices beefsteak tomatoes
1002,very thin slices red onions
1002,bread
1003,lasagne sheets
1003,mangetout
1003,peas
1003,olive oil
1003,half lengthways
1003,chilli flakes
1003,lemon
1003,parmesan
1003,butter
1003,mint
1004,leeks
1004,tub garlic
1004,egg
1004,parsley
1005,red onion
1005,apple cider vinegar
1005,extra virgin olive oil
1005,kalamata olives
1005,chopped dill
1005,tarragon
1005,baby potatoes
1005,eggs
1005,fine green beans
1005,wild salmon fillets
1005,little gem lettuces
1005,tomatoes
1006,eggs
1006,caster sugar
1006,self-raising flour
1006,limes
1006,unsalted butter
1006,icing sugar
1006,limes
1006,green food colouring gel
1006,strawberry-flavoured laces
1006,white chocolate
1006,liquorice allsorts
1007,olive oil
1007,pork mince
1007,garlic clove
1007,ginger
1007,mushrooms
1007,spring onions
1007,remaining  rice
1007,half a beaten egg
1007,parsley
1007,soy sauce
1007,chinese
1007,sweet chilli sauce
1008,bacon lardons
1008,olive oil
1008,courgette
1008,garlic clove
1008,tagliatelle
1008,drained capers
1008,lemon
1008,pecorino
1008,rocket
1009,butternut squash
1009,sage
1009,olive oil
1009,mixed spice
1009,mace
1009,shallots
1009,maple syrup
1009,red wine vinegar
1009,pecans
1009,cranberries
1009,cooked beetroot
1009,feta
1009,all-butter puff pastry
1009,flour
1009,egg
1009,nigella seeds
1009,butter
1010,eggs
1010,mayonnaise
1010,watercress
1010,assorted rolls
1011,pork tenderloin fillets
1011,chives chopped
1011,oregano
1011,garlic cloves crushed
1011,olive oil
1011,granny smith apples
1011,1  lemon
1012,1.5-1.8kg unsmoked boneless gammon joint
1012,cola
1012,carrot
1012,onion
1012,celery
1012,cinnamon stick
1012,peppercorns
1012,bay leaf
1012,maple syrup
1012,wholegrain mustard
1012,red wine vinegar
1012,ground
1013,garlic
1013,lemon
1013,ras el hanout spice mix
1013,olive oil
1013,shoulder
1013,red onions
1013,couscous
1013,raisins
1013,chickpeas
1013,parsley
1013,coriander
1013,preserved lemon
1014,boneless
1014,egg white
1014,sesame oil
1014,cornflour
1014,groundnut oil
1014,nuts
1014,rice wine
1014,light soy sauce
1014,shredded spring onion
1015,olive oil
1015,bulb fennel
1015,lemon juice
1015,garlic clove
1015,double cream
1015,vermouth
1015,semi-skimmed milk
1015,butter
1015,floury potatoes
1016,floury potatoes
1016,butter
1016,milk
1016,flat mushrooms
1016,olive oil
1016,butter
1016,onion
1016,flour
1016,guinness
1016,vegetarian mature cheddar
1016,english mustard
1016,eggs
1016,extra-virgin rapeseed oil
1016,onion
1016,thyme
1016,flour
1016,white wine
1016,vegetable stock
1017,olive oil
1017,cooking chorizo
1017,onion
1017,cajun seasoning
1017,chicken stock cubes
1017,lemon
1017,parsley leaves
1017,new potatoes
1017,mixed seafood
1017,butter
1017,garlic
1017,a few dashes
1018,rashers thick-cut bacon
1018,day-old  sourdough
1018,olive oil
1018,ripe mixed cherry tomatoes
1018,mayonnaise
1018,apple cider vinegar
1018,shallot
1018,capers
1018,lemon
1018,honey
1018,basil
1018,rocket
1019,milk chocolate
1019,sweetened chestnut purée
1019,soft amaretti biscuits
1019,oranges peeled
1019,double cream
1019,dark chocolate
1020,flour
1020,salt
1020,cubes
1020,very cold water
1020,watercress
1020,salmon
1020,chopped dill
1020,eggs
1020,milk
1020,double cream
1021,white marshmallows
1021,icing pens
1021,giant chocolate button
1021,chocolate - a mini reese's peanut butter cup
1021,cocoa powder
1021,horlicks powder
1021,mini white marshmallows
1021,cookie
1021,strawberries laces
1021,cocktail stick
1021,jam jar
1021,ribbon and gift
1022,fruit
1022,black tea
1022,caster sugar
1022,self-raising flour
1022,ginger
1023,rump
1023,long ciabatta rolls
1023,rocket
1023,sunflower oil
1023,shop-bought frozen fries
1023,cajun spice mix
1023,mayonnaise
1023,chipotle chilli paste
1023,lime
1023,banana shallot
1023,red chilli
1023,garlic clove
1023,sherry vinegar
1023,parsley
1023,coriander
1023,extra virgin olive oil
1024,big pork loin chops
1024,garlic cloves crushed
1024,flat-leaf parsley
1024,fennel seeds
1024,1 lemon
1024,olive oil
1024,bay
1025,raspberries
1025,raspberry teabag
1025,maple syrup
1025,1 lime
1026,olive oil
1026,braising beef
1026,onion
1026,turmeric
1026,black pepper
1026,ginger
1026,chopped fresh parsley
1026,tomato purée
1026,saffron
1026,chickpeas
1026,tomatoes
1026,celery
1026,green lentils
1026,cornflour
1026,fresh coriander
1027,flat mushrooms
1027,olive oil
1027,roasted red peppers
1027,thyme leaves
1027,breadcrumb
1027,sundried tomato paste
1027,paprika
1027,red onions
1027,golden caster sugar
1027,sherry vinegar
1027,garlic
1027,good-quality mayonnaise
1027,crusty bread rolls
1027,salad
1027,cheddar
1028,rashers streaky bacon
1028,maple syrup
1028,eggs
1028,brioche buns
1028,ketchup
1029,black peppercorn
1029,garlic
1029,red wine vinegar
1029,well-trimmed beef skirt
1030,floury potato
1030,frozen peas
1030,extra-virgin olive oil
1030,zest ½ lemon
1030,capers
1030,chives
1030,haddock
1030,flour
1030,broccoli
1031,eggs
1031,milk
1031,vanilla extract
1031,golden caster sugar
1031,tub full fat soft cheese
1031,icing sugar
1031,blackberry compote
1031,day old white bread
1031,butter
1032,borlotti
1032,1cm
1032,1cm
1032,celery stalks
1032,extra virgin olive oil
1032,garlic cloves crushed
1032,vegetable stock
1032,plum tomatoes
1032,brown rice miso
1032,rosemary sprigs
1032,bay
1032,ditaloni rigati
1032,cavolo nero stalks
1032,vegan parmesan
1033,baby new potatoes
1033,sweetcorn cobs
1033,skinless salmon fillets
1033,very large tomatoes
1033,red wine vinegar
1033,extra-virgin olive oil
1033,shallot finely chopped
1033,capers
1033,basil
1034,butter
1034,caster sugar
1034,egg whites
1034,ripe  passion fruits
1034,ready-made custard
1035,flour
1035,olive oil
1035,butter
1035,leek
1035,sharp green apple
1035,brussels sprouts
1035,lemon juice
1035,double cream
1035,natural yogurt
1035,comté
1035,eggs
1035,freshly grated nutmeg
1035,walnuts
1035,pumpkin seeds
1035,flour
1035,thyme
1035,grated parmesan
1035,butter
1035,egg yolk
1036,lean beef
1036,onion
1036,egg
1036,breadcrumbs
1036,grated nutmeg
1036,garlic powder
1036,burger buns
1037,sweet potatoes
1037,red onions roots
1037,parsnip
1037,carrots
1037,ras-el-hanout
1037,olive oil
1037,baby spinach
1037,pomegranate seeds
1037,light feta cheese
1037,balsamic vinegar
1038,pistachio
1038,green cardamom pods
1038,jersey full cream milk
1038,caster sugar
1038,silver leaf
1039,red onion
1039,olive oil
1039,cumin
1039,mushroom
1039,chopped tomatoes
1039,chickpeas
1039,clear honey
1039,couscous
1039,soft dried apricots
1039,flat-leaf parsley
1040,smooth peanut butter
1040,butter
1040,icing sugar
1040,dime
1040,milk chocolate
1040,salted toasted peanuts
1041,lime juice
1041,cloudy apple juice
1041,coriander
1041,few leaves
1041,ice
1041,pisco
1041,egg white
1041,edible flowers
1042,olive oil
1042,chestnut mushrooms
1042,parsley
1042,plump garlic clove
1042,ready-rolled puff pastry
1042,skinless chicken breasts
1042,egg
1043,boned/skinned salmon fillets
1043,red onion
1043,red pepper
1043,garlic clove
1043,inches root ginger
1043,coriander
1043,soy
1043,honey
1044,coconut milk
1044,double cream
1044,coconut cream
1044,golden caster sugar
1044,egg yolks
1044,desiccated coconut
1045,gin
1045,dry vermouth
1045,ice
1046,olive oil
1046,onion
1046,garlic clove
1046,1 lemon
1046,1 large or 2 small bunches parsley
1047,onion
1047,panko breadcrumbs
1047,beef mince
1047,courgette
1047,carrot
1047,egg
1047,garlic clove
1047,mixed herbs
1047,worcestershire sauce
1047,vegetable oil
1047,peas
1048,salted dairy-free plant butter
1048,self-raising flour
1048,vegan cocoa powder
1048,caster sugar
1048,espresso powder
1048,jord oat drink
1048,vanilla extract
1048,vegan dark chocolate
1048,vegan cocoa powder
1048,caster sugar
1049,vegetable oil
1049,bacon lardons
1049,onions
1049,potatoes
1049,bite-size florets
1049,medium-mature cheddar
1049,double cream
1050,portobello mushrooms stalks
1050,4 thick slices
1050,8 thick slices
1050,burger buns
1050,tomatoes
1050,rocket
1050,burger sauce
1050,butter
1050,white miso
1050,light soy sauce
1050,garlic clove
1051,free-range eggs
1051,caster sugar
1051,double cream
1051,chocolate fruit
1051,cones
1052,salted popcorn
1052,stale bread
1052,paprika
1052,flour
1052,egg
1052,skinless  chicken breasts
1052,oil
1052,pot soured cream
1052,zest 1 lime
1052,coriander
1053,puy
1053,fettuccine
1053,butter
1053,onion
1053,garlic
1053,1 lemon
1053,coriander leaves
1053,greek yogurt
1054,extra-virgin olive oil
1054,1 lemon
1054,fennel bulb
1054,avocado quartered
1054,cooked king prawn
1054,spring onions
1054,wild rocket
1055,beetroots
1055,olive oil
1055,onions
1055,celery sticks
1055,carrots
1055,basil
1055,garlic
1055,wholemeal pasta
1055,low-fat crème fraîche
1055,feta
1056,carrot
1056,celery stick
1056,garlic
1056,parsley
1056,dill
1056,skinless chicken breasts
1056,cold water
1057,rapeseed oil
1057,thin strips
1057,cornflour
1057,mixed peppers
1057,baby corn
1057,red onions
1057,chilli flakes
1057,low-salt dark soy sauce
1057,chilli oil
1057,cooked brown basmati rice
1058,chicken stock cubes
1058,chicken breasts
1059,marsala
1059,cream cheese
1059,double cream
1059,icing sugar
1059,gingernut
1059,punnets
1060,2kg-2.5kg  leg
1060,2cm short sprigs
1060,garlic
1060,brown  anchovy fillets
1060,olive oil
1060,onions
1061,low-fat spread
1061,generous tbsp
1061,chopped toasted hazelnuts
1061,mixed seeds
1061,raisins
1061,porridge oats
1062,chopped  vegetables
1062,potatoes
1062,oil
1062,stock
1062,crème fraîche
1063,punnet raspberries
1063,light red wine
1063,caster sugar
1063,ripe peaches
1063,mint
1064,carrots
1064,parsnips
1064,red onion
1064,olive oil
1064,chipolata-sized pigs
1064,wine
1064,cream
1064,chopped soft  herbs
1064,mashed potato
1065,3 large or 4 medium
1065,white miso paste
1065,thumb-sized piece
1065,red chillies
1065,garlic clove
1065,cumin
1065,lemon
1065,coriander
1065,skinless salmon fillets
1065,skinless firm white fish fillets
1065,paprika
1065,breadcrumbs
1065,flour
1065,eggs
1065,vegetable oil
1065,long-stem broccoli
1065,soy sauce
1065,honey
1065,lemon wedges
1066,pot double cream
1066,milk
1066,eggs
1066,golden caster sugar
1066,vanilla essence
1066,hot cross buns
1066,soft butter
1066,marzipan
1066,chunky marmalade
1066,icing sugar
1067,russet potatoes
1067,vegetable
1067,paprika
1067,oregano
1067,onion powder
1068,courgettes
1068,shallots
1068,non-iodised salt
1068,cider vinegar
1068,golden caster sugar
1068,mustard powder
1068,mustard seeds
1068,celery seeds
1068,dried chilli
1068,turmeric
1069,olive oil
1069,small florets
1069,tomato purée
1069,cherry tomatoes
1069,garlic cloves crushed
1069,green olives
1069,harissa
1069,dairy-free wholemeal pasta
1069,parsley
1070,sunflower oil
1070,onion
1070,carrot
1070,celery stick
1070,lean  minced beef
1070,tomato purée
1070,mushroom ketchup
1070,chopped tomato
1070,sweet potato
1070,few  thyme sprigs
1070,bay leaf
1070,parsley
1070,savoy cabbage
1071,short pasta
1071,chicken stock cube
1071,turmeric
1071,chorizo
1071,mixed cooked seafood
1071,roasted red peppers
1071,frozen pea
1071,chopped parsley
1072,1.5-2kg unsmoked boneless
1072,bay
1072,star anise
1072,4 whole cloves
1072,allspice berries
1072,peppercorns
1072,pomegranate juice
1072,oranges 1 halved
1072,molasses
1072,dijon mustard
1072,brown sugar
1072,honey
1072,pomegranate seeds
1073,apple cider vinegar
1073,caster sugar
1073,red onion
1073,chickpeas
1073,sunflower oil
1073,harissa
1073,leftover traybake lamb kebab
1073,hummus
1073,flour tortillas
1073,pepper
1073,salad
1074,olive oil
1074,mini lamb
1074,honey
1074,flatbreads
1074,hummus
1074,pomegranate seeds
1074,mint leaves
1074,sumac
1074,extra virgin olive oil
1074,olives
1074,tzatziki
1074,falafels
1074,chopped feta
1074,carrot
1074,chopped tomatoes
1074,sliced
1074,lemon wedges
1075,raw beetroot
1075,lemon
1075,gin
1075,sea salt
1075,golden caster sugar
1075,roughly chopped dill fronds
1075,skinless fillet
1075,kohlrabi
1075,fennel bulb
1075,candy-striped beetroot
1075,granny smith apple
1075,red onion
1075,soft herbs
1075,capers
1075,lemon juice
1075,rapeseed oil
1075,dijon mustard
1076,new potatoes
1076,french beans
1076,wild salmon fillets
1076,salad
1076,clementines
1076,basil
1076,coriander
1076,sesame oil
1076,tamari
1076,lemon
1076,red chilli
1076,finely chopped onion
1077,butter
1077,strong white bread flour
1077,instant  polenta
1077,powder
1077,eggs
1077,milk
1077,mature cheddar
1077,2 small or 1 medium courgette
1078,vine leaves
1078,olive oil
1078,onions
1078,lean minced beef
1078,chicken stock
1078,chopped tomatoes
1078,tomato purée
1078,short-grain rice
1078,cinnamon
1078,finely chopped mint
1078,2 lemons
1079,all butter shortcrust pastry
1079,butter
1079,golden caster sugar
1079,egg
1079,flour
1079,almonds
1079,cherry jam
1079,icing sugar
1079,glacé cherries
1080,carrots roughly chopped
1080,cauliflower
1080,1tbsp butter
1080,parsley
1080,parmesan
1080,any larger stalks
1080,3tbsp olive oil
1080,boneless sea bass fillets
1080,garlic
1080,flaked almonds
1080,lemon
1081,neutral oil
1081,cumin seeds
1081,ginger
1081,green chilli
1081,beetroots
1081,red lentils
1081,ghee
1081,cumin seeds
1081,curry
1081,roti
1082,butter
1082,olive oil
1082,onions
1082,light brown soft sugar
1082,wholegrain mustard
1082,pork sausages
1082,pale ale
1082,hot dog buns
1082,crispy onions
1082,dijon mustard
1082,mayonnaise
1083,thumb-sized pieces
1083,cold pressed rapeseed oil
1083,turmeric
1083,coriander
1083,sesame seeds
1083,wild rice
1083,red onions
1083,white wine vinegar
1083,tahini
1083,mint
1083,coriander roughly chopped
1083,pomegranate seeds
1084,garlic clove
1084,fat-free  yogurt
1084,lemon
1084,flatbread
1084,spinach
1084,the length
1084,tomato
1084,gherkin
1084,pickled red cabbage
1085,25g fresh or frozen broad beans
1085,halloumi
1085,rye bread
1085,beetroots
1085,hummus
1085,lemon
1086,greengages
1086,lemon
1086,white granulated
1087,lamb shoulder
1087,3 thick discs
1087,shallot
1087,garlic
1087,cherry tomatoes
1087,anchovies
1087,cumin seeds
1087,coriander seeds
1087,pink peppercorns
1087,rosemary leaves
1087,thyme sprig leaves
1087,mint leaves
1087,white wine
1087,olive oil
1087,brown sugar
1087,1 lemon
1087,zest ½ lemon
1087,garlic clove
1087,finely chopped mint
1088,olive oil
1088,cumin
1088,cinnamon
1088,vegan red wine vinegar
1088,beetroots
1088,celeriac
1088,thyme sprigs leaves
1088,fat unpeeled garlic
1088,sweet potatoes
1088,paprika
1088,semolina
1088,swiss chard
1088,coconut oil
1088,flour
1088,almond milk
1089,aubergines
1089,olive oil
1089,onion
1089,bay leaf
1089,finely chopped cloves garlic
1089,red
1089,tomatoes
1089,red wine vinegar
1089,puy lentils
1089,walnuts
1089,parsley
1090,onions
1090,thyme leaves
1090,mustard seeds
1090,red wine vinegar
1090,chicken stock
1090,celeriac
1090,parsnips
1091,ciabatta loaf
1091,olive oil
1091,clear honey
1091,lemon juice
1091,mixed salad
1091,mint
1091,blue cheese
1091,sugar snap peas
1092,aubergines
1092,tamarind paste
1092,sesame oil
1092,red chilli
1092,sesame seeds
1092,black rice
1092,spring onions
1092,feta
1092,mint
1092,coriander roughly chopped
1092,zest 1 large lime
1092,dark soy sauce
1092,1 lime
1092,piece ginger
1092,sugar
1093,goose fat
1093,slightly stale country-style  bread
1093,fistful parsley sprigs
1094,1⁄4 red onion
1094,ripe tomatoes
1094,a few coriander sprigs
1094,green jalapeños
1094,ripe avocados
1094,lime
1094,tortilla chips
1095,flour
1095,cocoa powder
1095,powder
1095,golden caster sugar
1095,vanilla extract
1095,milk
1095,eggs
1095,butter
1095,red gel food colouring
1095,cream cheese
1095,maple syrup
1095,chocolate chips
1095,icing sugar
1095,blueberries
1096,chilli flakes
1096,thyme
1096,rosemary
1096,bay leaves
1096,celery salt
1096,peppercorns
1097,pot buttermilk
1097,egg
1097,spinach
1097,buckwheat flour
1097,gluten-free baking powder
1097,paprika
1097,rapeseed oil
1098,groundnut oil
1098,thumb-sized piece
1098,garlic cloves crushed
1098,cumin seeds
1098,turmeric
1098,garam masala
1098,2cm cubes
1098,coriander
1098,fat-free natural yogurt
1098,cashews
1098,head
1098,brussels sprouts
1098,peas
1098,lime
1098,mango chutney
1099,500g fresh or frozen cranberries
1099,finger-sized piece ginger
1099,red chillies
1099,golden caster sugar
1099,red wine vinegar
1100,wholemeal flour
1100,rye flour
1100,quinoa flour
1100,salt
1100,sachet fast-action yeast
1100,sunflower seeds
1100,caraway seeds
1100,each poppy seeds
1100,black treacle
1100,water
1101,firm tofu
1101,mushrooms
1101,garlic cloves grated
1101,ginger
1101,soy sauce
1101,rice vinegar
1101,neutral oil
1101,sichuan
1101,chilli crisp
1101,tahini
1101,light soy sauce
1101,dark soy sauce
1101,garlic cloves grated
1101,thick cooked noodles
1101,leafy greens
1101,hot vegetable stock
1101,spring onions
1101,roasted peanuts
1102,turkey giblets
1102,your choice
1102,generous handful thyme
1102,butter
1102,dry white wine
1102,green  peppercorns
1102,finely chopped thyme
1102,white wine
1102,good stock
1102,redcurrant
1103,olive oil
1103,boneless pork loin
1103,garlic cloves crushed
1103,a generous pinch
1103,shredded spring greens
1103,chickpeas
1104,olive
1104,onion
1104,carrots
1104,celery sticks
1104,lean lamb leg steak
1104,turmeric
1104,cumin
1104,coriander
1104,green lentils
1104,chickpeas
1104,tomato purée
1104,vegetable bouillon powder
1104,parsley
1105,extra virgin olive oil
1105,sumac
1105,chilli flakes
1105,zest ½ lemon
1105,feta
1105,pot natural yogurt
1105,dill
1105,red onion
1105,rocket
1105,kalamata olives
1105,pumpkin seeds
1105,flour
1105,cumin seeds
1105,olive oil
1106,pasta
1106,extra-virgin olive oil
1106,garlic cloves crushed
1106,tuna
1106,pitted olives
1106,capers
1106,flatleaf parsley
1107,olive oil
1107,onions
1107,thumb-size piece fresh root ginger
1107,garlic
1107,red chilli
1107,a food processor
1107,dark brown sugar
1107,red wine vinegar
1107,tomato purée
1107,coriander seeds
1108,sea salt
1108,powder
1108,2-2.5kg turkey crown
1108,butter
1108,garlic
1108,mixed herbs
1108,lemon
1108,onion skin
1108,carrot
1108,flour
1108,soy sauce
1108,yeast
1108,red wine
1108,chicken
1109,coconut milk
1109,full-fat milk
1109,caster sugar
1109,vanilla pod
1109,powdered gelatine
1109,coconut chips
1109,caster sugar
1109,root ginger
1109,small pieces
1109,red chilli
1110,green chillies
1110,almonds
1110,thumb-size piece ginger
1110,garlic
1110,single cream
1110,vegetable oil
1110,onion
1110,3 cloves
1110,cardamom pods
1110,cinnamon stick
1110,garam masala
1110,skinless
1110,full-fat natural yogurt
1110,coriander
1110,naan bread
1111,skinless chicken breast
1111,egg white
1111,vegetable oil
1111,shallot finely chopped
1111,garlic
1111,white onion
1111,carrot
1111,light soy sauce
1111,cooking rice wine
1111,white pepper
1111,chicken bouillon
1111,caster sugar
1111,ready-cooked egg noodles
1111,sweetheart cabbage
1111,spring onion
1111,black vinegar
1112,eggs whites
1112,white caster sugar
1112,zest 1  lemon
1112,yellow  food colouring paste
1112,orange  food colouring paste
1112,finely chopped shelled pistachio
1112,green food colouring paste
1112,freeze-dried blueberry
1112,blue  food colouring paste
1112,food colouring paste
1112,freeze-dried raspberries
1112,pink  food colouring paste
1112,disposable piping bags
1112,paintbrush
1112,extra-large round piping nozzle
1113,olive oil
1113,maple syrup
1113,thyme leaves
1113,cumin seeds
1113,red wine vinegar
1113,swede
1113,red onions
1113,pork sausages
1113,sharp eating apples
1113,cooked broccoli
1114,corn tortilla
1114,pot reduced-fat crème fraîche
1114,strong cheddar
1114,jalapeño peppers
1114,chive
1114,classic tomato salsa
1115,new potatoes
1115,white wine
1115,olive oil
1115,a small thinky sliced red  onion
1115,roughly chopped parsley
1116,new potato
1116,fine  green bean
1116,eggs
1116,baby gem lettuces
1116,extra-virgin olive oil
1116,cherry tomato
1116,balsamic vinegar
1116,basil
1116,tuna loin
1116,lemon
1116,black olive
1116,marinated anchovies
1116,garlic clove
1116,lemon
1116,olive oil
1116,balsamic vinegar
1117,hazelnuts
1117,dijon mustard
1117,red wine vinegar
1117,dry sherry
1117,vegetable oil
1117,carrots
1118,olive oil
1118,onion
1118,cherry tomatoes
1118,spinach
1118,basil
1118,ricotta
1118,eggs
1118,salad
1119,root ginger
1119,caster sugar
1119,lemons
1119,sparkling water
1120,butter
1120,soft brown sugar
1120,vanilla extract
1120,eggs
1120,self-raising flour
1120,cocoa powder
1120,powder
1120,chocolate chips
1121,carrots
1121,leeks
1121,the cobs
1121,vermicelli noodles
1121,parsley
1121,onions
1121,leek
1121,carrots
1121,bay
1121,black peppercorns
1121,parsley stalks
1121,celery sticks
1121,low-sodium vegetable bouillon
1121,chicken
1122,courgette
1122,curry powder
1122,red chilli
